customer_id,avg_balance,balance_volatility,total_inflows,total_withdrawals,withdrawal_frequency,transaction_frequency,merchant_activity,inflow_outflow_ratio,days_low_balance,avg_transaction_amount,liquidity_stress_30d
CUST_00315,7670.9,121.95,12050.92,6474.48,11,36,7,1.861,3,1368.93,0
CUST_00316,2788.02,522.39,10862.44,6344.09,5,32,14,1.712,2,522.97,0
CUST_00317,3865.67,27.16,6434.13,11171.12,11,24,10,0.576,1,634.7,0
CUST_00318,1943.64,195.43,11203.55,4184.87,10,24,14,2.677,3,208.83,0
CUST_00319,8871.73,197.63,48412.29,2964.51,10,32,7,16.325,5,138.34,0
CUST_00320,1260.83,968.63,6526.87,86700.44,6,23,15,0.075,4,630.65,0
CUST_00321,7362.21,179.19,11334.11,3610.21,13,30,21,3.139,10,849.35,0
CUST_00322,3066.87,258.92,22163.97,7223.69,12,27,11,3.068,1,121.44,0
CUST_00323,10447.55,200.34,20175.06,1860.66,8,31,15,10.837,8,208.05,0
CUST_00324,7156.54,195.5,8179.39,7324.63,6,35,8,1.117,2,157.59,0
CUST_00325,18743.11,742.76,1203.86,3001.17,8,24,6,0.401,6,418.63,0
CUST_00326,7028.28,74.49,12250.99,4554.62,10,30,11,2.689,4,639.34,0
CUST_00327,884.62,106.3,1372.54,16127.88,13,33,14,0.085,1,230.95,0
CUST_00328,3428.03,331.4,26263.88,9909.09,13,37,12,2.65,9,230.48,0
CUST_00329,1268.0,222.62,9279.65,10755.24,6,26,7,0.863,7,75.97,1
CUST_00330,2283.69,144.52,18029.04,1472.15,10,28,13,12.238,3,153.24,0
CUST_00331,14187.34,171.32,3937.54,31614.18,8,28,12,0.125,3,858.44,1
CUST_00332,6462.56,376.58,2340.21,2408.84,11,32,9,0.971,7,421.94,0
CUST_00333,1941.01,267.22,9982.65,24325.41,7,41,24,0.41,5,571.58,0
CUST_00334,1462.14,102.48,7888.15,15808.65,9,35,13,0.499,6,231.46,0
CUST_00335,3749.97,219.25,5468.54,10837.12,13,24,14,0.505,5,246.87,1
CUST_00336,1218.16,174.19,8670.91,3207.55,8,30,12,2.702,7,302.79,0
CUST_00337,1990.17,264.1,74157.66,7546.59,8,24,12,9.825,5,375.02,0
CUST_00338,4821.35,140.21,15797.71,4445.81,6,27,15,3.553,4,783.08,0
CUST_00339,10298.78,68.95,18762.19,6800.04,10,30,13,2.759,3,186.62,0
CUST_00340,6297.36,310.41,15917.1,5364.77,11,32,9,2.966,6,271.33,0
CUST_00341,463.05,281.15,26464.77,1172.84,8,30,22,22.546,5,171.52,0
CUST_00342,4788.3,562.41,6960.06,17214.66,12,35,16,0.404,2,75.36,0
CUST_00343,3884.81,63.25,1565.86,6192.28,11,35,16,0.253,8,569.12,0
CUST_00344,5284.33,171.35,6968.33,4393.67,11,47,13,1.586,5,1015.58,0
CUST_00345,15593.18,150.76,15512.3,4120.47,11,26,10,3.764,3,510.72,0
CUST_00346,568.55,132.03,3729.99,8997.4,6,25,10,0.415,4,351.15,0
CUST_00347,2138.81,52.84,7036.79,3103.57,8,34,16,2.267,4,1093.79,0
CUST_00348,6196.97,77.24,4659.13,975.65,8,29,10,4.771,6,412.08,1
CUST_00349,877.05,225.07,26946.9,9377.42,9,36,7,2.873,6,524.23,0
CUST_00350,13743.95,121.53,14758.37,10313.79,8,30,17,1.431,7,329.86,0
CUST_00351,5072.15,93.59,13646.42,5598.83,6,25,8,2.437,2,367.08,0
CUST_00352,7800.36,569.25,13323.45,2500.59,8,33,14,5.326,5,272.31,1
CUST_00353,2177.97,1210.73,7865.18,7155.2,8,29,5,1.099,3,535.29,0
CUST_00354,7573.32,173.27,9490.49,1910.55,11,27,13,4.965,3,139.23,0
CUST_00355,9524.52,54.5,3139.61,2770.7,14,33,12,1.133,3,400.81,0
CUST_00356,4489.92,248.92,1409.3,3504.86,8,26,14,0.402,0,164.49,0
CUST_00357,4496.08,34.18,9136.79,13593.52,8,31,12,0.672,3,427.05,0
CUST_00358,4643.9,61.55,10500.65,4874.54,16,25,16,2.154,9,1597.01,1
CUST_00359,1674.03,252.38,21320.23,4533.79,10,38,11,4.701,3,487.8,0
CUST_00360,3188.24,59.92,28483.17,34943.53,7,23,14,0.815,3,679.76,0
CUST_00361,3173.94,143.05,28452.71,8951.65,12,30,14,3.178,3,562.13,0
CUST_00362,5141.27,55.32,3646.71,8849.76,11,34,10,0.412,2,58.67,0
CUST_00363,8953.88,189.62,6113.09,4845.25,10,40,18,1.261,7,272.55,0
CUST_00364,1404.33,445.23,11899.69,3996.14,7,31,22,2.977,4,408.92,0
CUST_00365,3253.52,111.02,61422.02,1034.38,8,30,21,59.323,6,69.25,0
CUST_00366,13812.23,178.48,26478.26,15114.8,5,34,13,1.752,5,245.01,0
CUST_00367,1864.54,94.38,19841.24,9711.47,18,35,8,2.043,1,282.74,0
CUST_00368,1737.1,99.82,5941.81,5697.08,5,28,8,1.043,3,126.2,0
CUST_00369,4368.07,93.21,3997.56,5903.83,10,31,16,0.677,3,151.6,0
CUST_00370,7784.94,339.93,15231.58,12403.36,10,29,14,1.228,4,762.15,1
CUST_00371,3678.59,58.51,3359.24,1769.58,7,27,10,1.897,4,24.37,0
CUST_00372,12040.9,139.01,6695.9,4018.25,11,23,15,1.666,2,361.42,0
CUST_00373,7872.37,251.6,7392.18,2525.37,12,26,10,2.926,5,674.86,0
CUST_00374,7766.99,375.34,28979.09,29905.06,6,23,11,0.969,4,293.24,0
CUST_00375,5995.14,257.88,6101.21,13964.97,8,19,14,0.437,3,801.14,0
CUST_00376,29581.01,171.04,1151.25,1020.16,8,29,20,1.127,4,221.59,0
CUST_00377,3027.08,115.0,12131.44,1832.25,7,32,13,6.617,6,158.61,0
CUST_00378,599.94,380.03,4632.18,5928.38,8,26,12,0.781,5,296.9,1
CUST_00379,15426.3,90.58,8384.2,4440.07,10,29,9,1.888,2,228.81,0
CUST_00380,2411.66,91.67,7560.07,2152.26,10,31,15,3.511,0,200.28,0
CUST_00381,4012.19,534.86,6509.62,34649.82,10,29,13,0.188,4,263.4,0
CUST_00382,11832.39,241.82,15249.05,8652.98,10,25,17,1.762,4,171.68,0
CUST_00383,860.89,248.76,2377.27,9932.76,9,27,18,0.239,3,166.25,0
CUST_00384,1180.29,292.61,5358.23,3684.12,11,35,12,1.454,4,136.27,0
CUST_00385,861.65,168.03,14005.85,12257.99,11,24,10,1.142,4,400.04,0
CUST_00386,1781.62,57.39,4957.87,4801.25,13,35,14,1.032,1,148.52,1
CUST_00387,5408.21,221.61,2237.14,5214.29,11,31,17,0.429,9,125.28,0
CUST_00388,5835.81,178.65,13833.44,11151.75,4,35,10,1.24,6,140.95,0
CUST_00389,4668.75,91.17,19900.01,1661.29,8,23,10,11.971,4,345.14,0
CUST_00390,1020.97,75.85,7816.59,25783.08,7,36,12,0.303,4,477.5,0
CUST_00391,455.28,174.65,1688.04,7746.77,11,32,9,0.218,2,505.59,1
CUST_00392,3823.49,61.18,14253.76,19708.45,5,23,11,0.723,4,347.24,0
CUST_00393,2381.3,161.62,2147.56,2659.5,6,30,21,0.807,5,434.8,0
CUST_00394,5505.19,146.76,10373.81,3026.95,11,27,10,3.426,7,287.62,1
CUST_00395,6848.32,164.79,3983.95,2471.02,4,32,11,1.612,6,411.13,0
CUST_00396,4123.33,250.17,3203.91,8207.08,16,24,16,0.39,3,406.73,1
CUST_00397,7216.46,298.14,5690.04,7016.96,8,29,15,0.811,3,179.33,0
CUST_00398,4475.13,102.6,6997.88,4470.48,9,25,8,1.565,5,140.76,1
CUST_00399,5866.76,363.52,4839.82,2801.87,10,33,15,1.727,2,770.09,0
CUST_00400,1931.0,152.09,12977.37,2260.62,10,30,11,5.738,7,326.28,0
CUST_00401,3097.5,737.04,5671.13,6366.4,3,31,15,0.891,3,624.06,0
CUST_00402,4346.38,113.48,17750.21,4466.01,5,35,10,3.974,3,138.38,1
CUST_00403,7619.57,49.95,10147.05,3704.24,9,22,12,2.739,2,225.0,1
CUST_00404,2554.55,353.16,4637.61,24711.55,8,32,14,0.188,3,114.02,0
CUST_00405,5819.97,254.8,4053.14,6185.87,2,27,10,0.655,4,469.86,0
CUST_00406,2866.21,474.06,2168.96,19526.67,11,39,13,0.111,5,194.39,1
CUST_00407,3275.45,232.23,10224.95,4216.39,8,29,13,2.424,3,202.76,0
CUST_00408,7681.48,1178.51,6101.74,8168.66,11,24,13,0.747,3,1175.05,0
CUST_00409,605.62,155.85,1214.69,6328.67,6,27,11,0.192,5,476.47,1
CUST_00410,1133.62,418.65,5278.66,1567.16,7,22,13,3.366,3,472.42,0
CUST_00411,959.14,119.06,3940.93,22338.96,6,40,10,0.176,4,128.83,0
CUST_00412,445.74,268.65,28582.28,5914.25,8,33,8,4.832,5,81.43,0
CUST_00413,1977.45,311.82,2075.13,12512.15,8,27,12,0.166,4,589.6,0
CUST_00414,7147.3,352.85,2557.84,3500.9,10,29,12,0.73,4,62.29,0
CUST_00415,2817.5,337.33,19692.16,5766.86,16,34,11,3.414,4,210.38,1
CUST_00416,4350.35,13.61,23990.44,3175.36,9,40,14,7.553,2,169.33,0
CUST_00417,9704.02,171.58,4464.95,18969.71,6,21,6,0.235,1,156.4,0
CUST_00418,12027.1,114.42,4886.99,8644.67,7,31,15,0.565,4,219.5,0
CUST_00419,3421.3,133.98,13266.38,9063.36,11,35,9,1.464,4,142.74,0
CUST_00420,12310.74,144.5,1259.31,21045.8,9,35,7,0.06,6,127.59,0
CUST_00421,3955.7,396.22,1828.12,17727.81,12,42,16,0.103,5,357.29,0
CUST_00422,1713.58,213.16,6473.12,12715.04,3,32,13,0.509,5,630.44,0
CUST_00423,2132.48,120.78,27998.67,1981.35,9,30,16,14.124,2,88.64,0
CUST_00424,960.56,56.0,5718.24,3672.66,6,18,12,1.557,8,342.71,0
CUST_00425,1637.1,617.97,8784.55,2826.22,9,30,12,3.107,2,436.59,1
CUST_00426,2638.02,108.0,20071.0,12312.91,7,31,10,1.63,1,408.53,0
CUST_00427,7504.26,163.27,43717.68,7669.86,7,16,11,5.699,4,255.99,0
CUST_00428,17131.82,1003.35,5107.79,2034.62,9,34,12,2.509,11,196.77,1
CUST_00429,1049.47,110.38,7994.67,5650.88,8,33,4,1.415,4,508.27,0
CUST_00430,5185.1,145.4,34809.45,1863.11,8,32,8,18.673,5,377.93,0
CUST_00431,1427.26,218.27,2397.64,6341.16,12,29,12,0.378,4,79.36,0
CUST_00432,5581.58,50.16,18436.08,1624.46,10,20,12,11.342,3,256.02,0
CUST_00433,3235.77,45.72,3587.99,10399.4,6,38,8,0.345,7,310.7,0
CUST_00434,700.77,123.31,8795.35,9147.8,12,32,9,0.961,4,138.99,0
CUST_00435,8395.64,126.77,6673.53,33582.36,9,32,14,0.199,6,252.04,0
CUST_00436,2112.23,201.82,3765.33,13639.05,12,30,12,0.276,6,421.61,0
CUST_00437,2251.81,82.9,3690.5,4630.98,7,29,15,0.797,4,167.48,0
CUST_00438,1390.23,256.51,10108.5,13297.88,13,35,7,0.76,2,351.81,0
CUST_00439,2020.59,32.29,17969.51,2022.29,5,28,15,8.881,4,149.5,0
CUST_00440,5351.34,171.36,7304.25,2927.48,8,25,14,2.494,8,125.75,0
CUST_00441,3070.76,241.81,8570.58,8805.85,4,25,18,0.973,0,459.86,0
CUST_00442,4894.15,235.75,12796.66,1059.43,9,19,15,12.067,4,679.8,0
CUST_00443,5042.87,159.14,3724.56,6427.97,5,42,16,0.579,2,130.5,1
CUST_00444,11951.3,106.88,14643.53,2787.15,6,36,6,5.252,3,582.38,0
CUST_00445,2674.43,155.48,15606.99,7230.84,6,28,9,2.158,2,296.16,0
CUST_00446,963.75,486.47,65049.32,2654.27,9,30,12,24.498,5,63.47,0
CUST_00447,9513.81,112.22,5997.61,9514.87,10,21,15,0.63,4,109.46,0
CUST_00448,2701.77,396.43,5616.9,6744.13,8,29,6,0.833,5,457.5,0
CUST_00449,9928.19,450.25,14990.51,21814.08,5,29,15,0.687,6,95.89,0
CUST_00450,5141.19,45.21,15604.01,6672.33,7,34,13,2.338,4,193.84,0
CUST_00451,3235.62,163.61,5281.31,3451.81,3,25,11,1.53,7,282.32,0
CUST_00452,4983.55,82.91,5869.18,5378.4,13,30,10,1.091,7,408.96,1
CUST_00453,21076.44,54.52,12492.76,2116.25,5,30,12,5.9,5,340.11,0
CUST_00454,23606.62,341.59,4179.44,9369.52,5,21,10,0.446,3,896.05,0
CUST_00455,3875.55,264.72,5834.67,10953.04,10,30,12,0.533,2,168.84,0
CUST_00456,4205.6,223.8,8705.19,54112.29,8,36,15,0.161,4,320.22,0
CUST_00457,9591.34,76.07,17975.25,3910.57,6,33,14,4.595,1,410.28,0
CUST_00458,1700.89,214.51,4995.64,5283.66,7,30,11,0.945,6,492.11,0
CUST_00459,4913.61,63.54,1855.84,4066.77,14,31,13,0.456,4,623.84,0
CUST_00460,3557.18,192.83,1748.86,7944.99,10,32,7,0.22,6,220.56,1
CUST_00461,4829.59,106.78,2958.59,9176.83,6,31,17,0.322,4,471.56,1
CUST_00462,1719.81,420.16,2834.06,6339.98,12,38,10,0.447,5,156.32,1
CUST_00463,870.78,135.57,7160.33,16703.56,11,34,17,0.429,2,283.05,0
CUST_00464,563.58,218.11,3130.34,3926.75,9,28,17,0.797,2,424.48,1
CUST_00465,1331.89,218.48,4618.37,15340.44,14,42,12,0.301,3,591.57,0
CUST_00466,2409.54,170.61,4362.2,10485.23,3,34,7,0.416,1,445.48,0
CUST_00467,2796.51,197.21,5696.42,6566.75,7,34,14,0.867,5,318.42,1
CUST_00468,20816.64,231.14,23341.86,5076.13,12,31,19,4.597,3,282.69,0
CUST_00469,9851.65,88.49,13760.51,52191.12,15,33,6,0.264,4,438.85,0
CUST_00470,1531.68,250.22,8208.32,3312.78,9,34,4,2.477,5,1383.61,0
CUST_00471,4978.77,361.8,5603.68,8546.21,5,28,13,0.656,2,543.6,0
CUST_00472,2524.07,249.11,5729.67,3506.29,7,26,15,1.634,5,390.37,0
CUST_00473,2818.82,136.55,10532.25,30265.92,12,28,14,0.348,3,114.63,1
CUST_00474,4301.82,208.41,12930.39,14098.2,9,27,7,0.917,10,165.48,0
CUST_00475,6356.63,135.5,3920.23,3727.16,8,25,16,1.052,5,238.21,0
CUST_00476,2682.94,164.85,8343.05,10256.9,7,33,8,0.813,6,565.11,0
CUST_00477,9485.0,70.09,1595.12,8258.86,8,43,10,0.193,5,155.13,0
CUST_00478,1302.78,546.78,9598.59,4276.41,6,27,9,2.244,5,468.58,0
CUST_00479,3661.78,852.68,14908.99,12637.7,13,32,11,1.18,5,324.99,0
CUST_00480,37718.51,103.22,6476.56,9236.42,7,25,7,0.701,4,383.16,1
CUST_00481,4450.5,340.0,34655.84,7969.24,10,28,9,4.348,3,256.94,0
CUST_00482,13225.38,581.9,4003.84,6402.02,8,32,8,0.625,7,196.83,0
CUST_00483,3953.55,84.26,9642.66,9570.07,11,28,9,1.007,4,151.16,0
CUST_00484,6140.73,32.24,7874.15,8062.5,9,31,12,0.977,4,458.57,1
CUST_00485,3459.55,609.99,7478.31,6975.99,12,25,11,1.072,7,283.24,0
CUST_00486,3123.26,179.78,7394.87,3847.34,6,33,13,1.922,1,140.6,0
CUST_00487,1805.27,119.63,8828.0,27992.76,8,23,12,0.315,5,349.43,1
CUST_00488,5362.96,188.27,15968.4,2716.62,12,34,9,5.876,4,3282.33,0
CUST_00489,1691.92,134.93,24396.35,9542.31,7,40,19,2.556,3,259.55,0
CUST_00490,6627.79,1934.43,8088.51,5053.29,14,33,12,1.6,3,951.34,0
CUST_00491,9669.76,118.56,15556.8,29602.53,8,30,18,0.526,5,48.93,0
CUST_00492,5063.83,235.54,4622.02,3078.01,11,24,13,1.501,0,247.32,1
CUST_00493,2814.04,509.69,14954.45,3551.15,11,23,9,4.21,3,583.1,0
CUST_00494,5478.4,507.73,4404.61,2909.26,11,30,12,1.513,3,302.14,1
CUST_00495,2757.82,435.63,19390.29,8733.71,11,18,9,2.22,5,190.6,0
CUST_00496,8450.6,128.95,47501.32,2065.04,11,16,16,22.991,5,293.39,0
CUST_00497,700.46,160.5,7349.1,4417.15,12,24,11,1.663,5,595.6,0
CUST_00498,2691.77,31.83,1402.43,1064.74,7,31,13,1.316,5,1339.98,0
CUST_00499,606.84,170.78,5226.73,8138.48,15,26,16,0.642,5,630.08,1
CUST_00500,948.09,186.09,21709.39,4336.48,9,16,7,5.005,3,209.91,0
CUST_00501,12425.13,328.12,12612.72,1872.73,12,36,19,6.731,6,253.91,0
CUST_00502,8149.13,762.34,9888.53,16693.39,9,37,9,0.592,4,255.24,0
CUST_00503,1905.44,320.23,18159.24,2183.06,16,22,13,8.314,4,162.87,0
CUST_00504,941.76,426.89,11938.97,13061.21,10,39,14,0.914,5,268.13,0
CUST_00505,252.63,178.76,21465.03,3655.96,12,28,9,5.87,3,246.74,1
CUST_00506,2232.45,506.46,16907.95,25882.84,6,29,14,0.653,5,128.97,0
CUST_00507,32156.62,182.89,27374.31,12545.51,10,27,10,2.182,4,537.37,0
CUST_00508,5385.13,451.46,10797.14,2816.24,8,27,11,3.833,3,401.28,0
CUST_00509,2200.38,345.02,16717.44,3042.64,11,24,12,5.493,6,190.82,0
CUST_00510,5533.48,248.19,6337.87,11099.96,11,34,15,0.571,7,331.44,0
CUST_00511,893.49,52.85,5008.2,5308.04,10,31,10,0.943,5,152.14,0
CUST_00512,2786.13,434.71,31742.57,5744.85,10,31,9,5.524,5,203.04,0
CUST_00513,3981.96,245.31,9633.13,19563.15,8,25,9,0.492,7,483.66,0
CUST_00514,3369.47,318.0,15427.46,3510.85,9,20,5,4.393,4,415.6,0
CUST_00515,7418.45,232.95,8946.27,7169.56,8,34,14,1.248,3,208.67,0
CUST_00516,4965.06,267.4,5068.44,14934.57,9,28,11,0.339,5,371.68,1
CUST_00517,6644.16,513.13,8174.59,13197.07,8,27,17,0.619,1,283.71,0
CUST_00518,1959.54,124.07,25560.29,5792.56,9,37,14,4.412,2,148.7,0
CUST_00519,8168.45,263.52,12634.57,5189.69,7,35,12,2.434,8,265.85,0
CUST_00520,15772.82,97.32,2060.74,1513.24,11,24,12,1.361,4,404.41,0
CUST_00521,1520.61,287.53,6821.29,2703.2,13,33,13,2.522,3,370.3,0
CUST_00522,1637.74,221.63,33719.62,8695.89,5,35,6,3.877,4,91.39,0
CUST_00523,12115.08,109.42,6829.2,5900.55,11,32,6,1.157,3,335.72,0
CUST_00524,3064.96,195.38,1919.11,7070.51,11,25,21,0.271,8,304.23,1
CUST_00525,12880.11,115.01,36843.67,16048.42,9,19,12,2.296,1,79.14,0
CUST_00526,2444.8,133.97,13987.43,2418.19,6,31,12,5.782,0,169.76,0
CUST_00527,13487.8,240.77,7661.7,5427.57,8,33,13,1.411,1,421.64,0
CUST_00528,4098.34,224.69,6020.14,7788.51,7,20,13,0.773,3,787.89,1
CUST_00529,4593.54,39.0,19261.85,3646.28,11,26,12,5.281,2,94.79,0
CUST_00530,14887.04,243.81,5252.26,22398.64,13,27,11,0.234,3,593.19,1
CUST_00531,2629.13,142.21,20304.65,14361.39,18,30,13,1.414,4,80.14,0
CUST_00532,1560.86,130.13,12503.4,8489.74,14,27,12,1.473,4,794.94,0
CUST_00533,2431.57,73.57,9855.11,30488.26,8,25,8,0.323,2,252.88,1
CUST_00534,5470.36,174.81,9103.48,1855.55,10,26,14,4.903,3,181.22,0
CUST_00535,889.64,119.29,7044.66,6590.82,12,36,12,1.069,4,383.05,0
CUST_00536,6462.19,502.11,18704.36,9057.84,13,24,11,2.065,4,152.36,0
CUST_00537,2241.96,44.72,4055.08,3049.18,10,37,18,1.329,8,428.87,0
CUST_00538,10229.5,83.84,2213.79,8566.44,15,24,10,0.258,6,274.03,0
CUST_00539,422.07,79.42,13247.34,2589.98,10,23,16,5.113,6,20.76,1
CUST_00540,1793.8,222.95,13426.57,11931.94,8,39,10,1.125,5,169.44,0
CUST_00541,798.06,463.36,11898.8,16303.9,8,37,14,0.73,2,341.64,0
CUST_00542,1730.89,271.1,11228.19,8362.25,9,24,9,1.343,2,630.51,1
CUST_00543,4550.08,75.51,6270.23,1373.51,14,31,11,4.562,7,376.93,0
CUST_00544,3098.57,128.59,15214.23,2916.75,6,30,12,5.214,5,623.5,0
CUST_00545,2898.53,94.88,7813.07,10721.47,10,22,8,0.729,5,159.85,0
CUST_00546,3154.97,272.1,5487.95,6754.87,8,37,11,0.812,6,497.38,1
CUST_00547,4372.32,126.51,6313.76,671.89,10,35,10,9.383,8,503.25,0
CUST_00548,1468.97,58.54,40803.04,19080.19,6,29,8,2.138,3,95.42,0
CUST_00549,6878.56,289.39,2022.36,7451.41,11,30,18,0.271,3,645.26,0
CUST_00550,6610.4,498.0,12086.33,3306.97,5,29,13,3.654,6,375.84,0
CUST_00551,5148.88,157.13,2114.79,15455.38,7,26,14,0.137,4,245.42,0
CUST_00552,6008.2,199.6,7430.98,3729.73,11,33,11,1.992,5,242.48,0
CUST_00553,4754.16,54.32,5727.86,3695.3,14,25,8,1.55,5,144.52,0
CUST_00554,22732.84,34.9,1528.4,8996.58,5,35,9,0.17,3,464.78,0
CUST_00555,3366.45,41.29,11061.55,30148.27,10,32,12,0.367,4,369.24,0
CUST_00556,2761.76,174.9,5978.77,26371.76,4,37,13,0.227,8,449.46,0
CUST_00557,1847.94,141.69,1511.16,9006.98,6,35,14,0.168,5,315.86,0
CUST_00558,1437.94,280.62,15861.57,9828.36,9,37,11,1.614,6,345.17,0
CUST_00559,1187.94,154.76,25540.1,13000.9,8,30,11,1.964,2,242.95,0
CUST_00560,1636.12,399.5,26691.47,2279.16,8,30,15,11.706,0,635.08,0
CUST_00561,3416.55,364.24,10798.53,11470.41,11,32,13,0.941,5,456.9,0
CUST_00562,4919.02,140.05,8407.22,3554.74,11,31,10,2.364,4,337.31,0
CUST_00563,3812.45,81.23,23447.64,8696.76,6,31,14,2.696,7,272.0,1
CUST_00564,1828.07,39.14,31129.37,5467.91,7,28,10,5.692,6,86.7,1
CUST_00565,8185.88,570.7,20067.46,10158.1,8,28,7,1.975,7,74.5,0
CUST_00566,7083.13,85.28,3815.28,7334.82,5,35,13,0.52,2,230.95,1
CUST_00567,3153.65,54.75,9519.29,486.83,7,26,14,19.513,3,726.39,0
CUST_00568,2023.08,201.12,11517.39,7723.77,14,35,6,1.491,2,182.47,0
CUST_00569,5964.53,55.15,1905.13,11450.97,10,29,9,0.166,2,187.56,0
CUST_00570,4312.08,200.96,11795.68,9691.84,7,34,19,1.217,4,151.31,0
CUST_00571,988.99,138.51,49930.81,6080.26,5,35,12,8.211,5,121.11,0
CUST_00572,3424.87,379.53,13520.32,26791.43,9,30,13,0.505,9,157.62,0
CUST_00573,4609.3,354.02,26337.01,8644.4,6,33,9,3.046,2,363.23,0
CUST_00574,1620.15,438.19,9379.97,9624.07,8,30,15,0.975,2,211.81,0
CUST_00575,4319.35,213.79,7642.08,16120.03,7,44,19,0.474,3,205.19,0
CUST_00576,983.05,91.22,10993.03,9029.06,5,30,16,1.217,5,192.79,0
CUST_00577,12119.46,79.08,4218.94,3092.34,10,33,8,1.364,2,352.8,0
CUST_00578,11194.24,118.56,3748.01,834.98,8,27,16,4.483,7,392.76,0
CUST_00579,2900.78,893.74,22315.65,4422.44,8,29,12,5.045,4,80.78,0
CUST_00580,5049.83,148.51,24291.31,12667.61,7,28,13,1.917,5,175.53,0
CUST_00581,416.16,206.19,3666.95,4914.12,13,36,10,0.746,3,280.74,1
CUST_00582,1285.99,610.87,17577.92,13108.31,8,28,18,1.341,5,406.36,0
CUST_00583,2795.03,222.23,7558.53,7528.26,13,37,10,1.004,4,326.81,0
CUST_00584,1387.25,99.59,10634.37,19828.12,7,34,10,0.536,4,531.66,0
CUST_00585,6925.44,325.1,11709.72,5161.93,9,34,12,2.268,5,111.24,0
CUST_00586,21972.94,128.67,17952.42,9872.15,5,26,6,1.818,4,399.67,0
CUST_00587,1262.75,228.45,8657.44,10198.57,9,23,15,0.849,1,1256.28,0
CUST_00588,1713.48,273.07,25037.49,23774.33,4,34,15,1.053,1,309.02,0
CUST_00589,4500.32,122.07,10378.9,1555.2,6,25,5,6.669,5,317.96,0
CUST_00590,15521.86,210.42,13351.01,4493.35,9,31,14,2.971,3,429.87,0
CUST_00591,1211.8,652.0,4160.5,13646.5,3,34,12,0.305,4,204.03,1
CUST_00592,4555.69,109.81,45566.46,24686.5,13,36,11,1.846,2,154.04,0
CUST_00593,18754.12,519.84,11800.06,8136.06,4,32,11,1.45,4,311.26,1
CUST_00594,823.38,113.02,14334.12,5172.97,7,20,11,2.77,5,93.9,0
CUST_00595,1149.45,766.36,2238.25,12626.47,8,30,10,0.177,2,394.33,0
CUST_00596,2486.81,91.43,4195.8,13882.68,10,36,13,0.302,1,443.71,0
CUST_00597,2278.95,132.28,21813.99,4886.77,6,35,14,4.463,1,97.25,0
CUST_00598,7565.4,605.83,10193.57,8784.65,9,21,10,1.16,4,334.99,1
CUST_00599,4525.55,627.53,1752.81,18096.04,9,38,7,0.097,6,256.84,0
CUST_00600,736.96,348.88,18594.7,33086.82,11,30,11,0.562,4,840.94,0
CUST_00601,5789.89,76.29,5244.7,12471.66,11,22,11,0.42,2,747.62,0
CUST_00602,2165.09,193.63,25060.64,6887.88,12,29,12,3.638,3,538.69,0
CUST_00603,11464.41,181.45,7553.24,6336.21,12,39,12,1.192,2,697.48,0
CUST_00604,2069.73,91.41,9544.93,10655.03,8,30,7,0.896,5,231.45,0
CUST_00605,2052.98,316.55,20809.47,6012.99,7,26,10,3.46,8,358.51,0
CUST_00606,5925.49,97.38,3952.11,7794.66,7,29,17,0.507,2,250.46,0
CUST_00607,7234.63,64.56,3661.85,2699.45,7,36,15,1.356,1,148.71,1
CUST_00608,5449.56,49.57,6924.36,19980.23,9,40,18,0.347,1,316.67,0
CUST_00609,798.68,713.25,15705.06,2517.05,9,26,8,6.237,2,281.95,0
CUST_00610,5908.99,120.5,2794.19,4594.91,12,25,18,0.608,3,259.4,1
CUST_00611,1435.29,122.53,2133.61,7208.05,10,26,15,0.296,2,286.73,0
CUST_00612,4499.62,79.48,15661.75,36038.35,13,35,13,0.435,7,311.86,0
CUST_00613,1010.94,541.5,5002.12,4631.89,6,21,15,1.08,9,556.42,0
CUST_00614,5440.85,60.09,5920.75,3766.44,12,33,12,1.572,5,198.52,0
CUST_00615,1761.75,69.18,1834.54,4153.91,10,26,16,0.442,1,122.03,0
CUST_00616,1147.83,140.13,4707.05,27175.27,10,39,18,0.173,0,480.39,1
CUST_00617,6921.85,178.17,8054.18,607.59,7,32,11,13.234,4,544.36,0
CUST_00618,4525.49,307.02,17056.77,2828.98,10,32,20,6.027,5,383.97,0
CUST_00619,2095.23,105.59,4372.17,67615.69,9,35,15,0.065,4,134.67,0
CUST_00620,13440.95,623.57,30512.78,10962.65,14,34,12,2.783,5,272.59,0
CUST_00621,2448.95,106.16,4686.1,2591.29,12,38,15,1.808,7,364.87,1
CUST_00622,3747.7,80.89,4691.59,6402.03,6,26,13,0.733,8,141.48,1
CUST_00623,4637.92,74.96,27719.35,7025.74,6,30,13,3.945,0,175.02,0
CUST_00624,2084.53,97.6,9596.64,13618.8,5,31,10,0.705,2,269.72,0
CUST_00625,5563.72,71.18,5210.23,31684.3,9,35,14,0.164,3,684.07,1
CUST_00626,2252.72,330.54,7157.34,9230.5,12,25,15,0.775,2,349.89,0
CUST_00627,2513.74,81.4,23919.73,4193.03,11,34,16,5.703,7,200.18,0
CUST_00628,12411.5,163.0,26185.53,12952.21,12,31,19,2.022,2,259.52,0
CUST_00629,1427.2,79.55,4215.68,3664.64,9,29,7,1.15,2,187.47,0
CUST_00630,415.09,70.84,7832.62,2756.35,10,37,14,2.841,4,223.99,0
